11/16/2017 6:40	12.05	83.5	0.077	0.066	0.089	20978.46154	14582.2314	9617.349398
11/16/2017 6:50	12.28	83.3	0.079	0.048	0.115	20898.46154	14128.5124	8830.843373
11/16/2017 7:00	12.02	83.4	0.079	0.059	0.141	20923.07692	14095.04132	8541.686747
11/16/2017 7:10	11.67	83.6	0.077	0.055	0.093	20923.07692	14541.32231	8686.26506
11/16/2017 7:20	11.61	83.4	0.076	0.048	0.096	20898.46154	14712.39669	10403.85542
11/16/2017 7:30	11.79	83.2	0.075	0.135	0.185	21384.61538	14950.41322	10768.19277
11/16/2017 7:40	12.03	83.3	0.078	0.907	0.845	21661.53846	15002.47934	10640.96386
11/16/2017 7:50	12	83.2	0.077	3.013	2.865	22092.30769	15586.36364	10854.93976
11/16/2017 8:00	11.83	83.6	0.076	7.6	7.19	23200	16073.55372	11201.92771
11/16/2017 8:10	11.83	83.5	0.076	17.12	15.38	24135.38462	16575.61983	11508.43373
11/16/2017 8:20	12.14	83.2	0.081	33.73	26.58	24658.46154	17021.90083	11843.85542
11/16/2017 8:30	12.37	82.8	0.082	53.32	35.85	25310.76923	17457.02479	12144.57831
11/16/2017 8:40	12.14	83	0.081	77.6	44.41	25796.92308	18085.53719	12393.25301
11/16/2017 8:50	11.8	83.6	0.079	103	53.54	26338.46154	18159.91736	12693.9759
11/16/2017 9:00	11.8	83.6	0.08	129.4	59.39	26683.07692	18661.98347	13208.6747
11/16/2017 9:10	12.08	82.5	0.085	155.5	63.8	27483.07692	19346.28099	13503.61446
11/16/2017 9:20	12.46	81.3	0.081	176.4	68.38	27852.30769	20041.73554	13648.19277
11/16/2017 9:30	12.48	80.6	0.083	215.7	71.9	28320	19744.21488	14145.54217
11/16/2017 9:40	12.66	80.5	0.087	242.2	75.1	29193.84615	21101.65289	13769.63855
11/16/2017 9:50	12.95	79.5	0.083	268.2	78.3	29550.76923	21670.66116	14162.89157
11/16/2017 10:00	13.3	78.2	0.081	293.4	80.8	30196.92308	22068.59504	14428.91566
11/16/2017 10:10	13.65	77.4	0.083	318.7	82	30646.15385	22596.69421	14833.73494
11/16/2017 10:20	14.27	75	0.08	340.1	85.7	30916.92308	22894.21488	15088.19277
11/16/2017 10:30	14.84	73.4	0.083	361.8	86.9	31255.38462	23329.33884	15510.36145
11/16/2017 10:40	15.29	72.8	0.081	382.8	87.6	32061.53846	23295.86777	16134.93976
11/16/2017 10:50	15.64	72.5	0.083	402.6	88.6	32498.46154	23809.09091	15360
11/16/2017 11:00	16.07	71.4	0.086	420	89	32960	24314.87603	15458.31325
11/16/2017 11:10	16.56	68.01	0.085	437	90	33058.46154	24709.09091	15689.63855
11/16/2017 11:20	17.03	65.44	0.087	451.4	89.7	33366.15385	24798.34711	16071.3253
11/16/2017 11:30	17.65	63.34	0.086	467.1	89.1	33396.92308	25006.61157	16383.61446
11/16/2017 11:40	18.07	60.51	0.087	479.4	89.5	33390.76923	24913.63636	16331.56627
11/16/2017 11:50	18.68	59.84	0.089	489	91.3	33704.61538	25278.09917	16325.78313
11/16/2017 12:00	19.09	58.31	0.092	498.6	92.5	33920	25304.13223	16447.22892
11/16/2017 12:10	20.05	56.87	0.084	506.2	92.5	33452.30769	24679.33884	16672.77108
11/16/2017 12:20	20.59	53.4	0.073	508.4	94.1	33476.92308	24389.2562	16875.18072
11/16/2017 12:30	21.21	49.93	0.076	512.4	95.2	33366.15385	25490.08264	16823.13253
11/16/2017 12:40	21.67	46.6	0.077	517.2	95.7	33390.76923	25720.66116	17089.15663
11/16/2017 12:50	22.01	45.1	0.078	518.4	96.2	33101.53846	24980.57851	17979.75904
11/16/2017 13:00	22.45	45.93	0.074	518.3	95.7	33009.23077	24530.57851	18222.6506
11/16/2017 13:10	22.65	46.37	0.075	516.8	94.1	33255.38462	24582.64463	18066.50602
